case,name,timestamp,resource,cost
ORD-1378,Dispatched to Carrier,2025-03-16 2:32,Dispatch Team B,4.02
ORD-1378,In Transit,2025-03-19 5:32,DHL,31.6
ORD-1378,Delivered,2025-03-20 3:32,FedEx,9.68
ORD-1378,Delivery Confirmed,2025-03-22 1:32,Customer Service,8.63
ORD-1379,Order Placed,2025-03-06 3:00,Customer Service,6.05
ORD-1379,Order Confirmed,2025-03-06 3:20,System Auto,9.06
ORD-1379,Payment Failed,2025-03-06 5:06,Payment Gateway,8.85
ORD-1379,Payment Retry,2025-03-06 9:06,Payment Gateway,5.73
ORD-1379,Payment Processed,2025-03-06 10:37,Finance Team,12.32
ORD-1379,Inventory Checked,2025-03-06 10:57,Inventory Clerk A,9.88
ORD-1379,Order Picked,2025-03-06 14:57,Robot Picker,8.81
ORD-1379,Quality Inspection,2025-03-06 16:13,QC Inspector A,14.13
ORD-1379,Order Packed,2025-03-06 17:43,Packer C,11.78
ORD-1379,Shipping Label Generated,2025-03-06 18:09,Shipping System,3.63
ORD-1379,Dispatched to Carrier,2025-03-06 20:11,Dispatch Team A,9.64
ORD-1379,In Transit,2025-03-09 2:11,DHL,18.15
ORD-1379,Delivered,2025-03-09 16:11,DHL,37.81
ORD-1379,Delivery Confirmed,2025-03-10 9:11,Customer Service,12.37
ORD-1380,Order Placed,2025-02-28 17:00,Web Portal,4.51
ORD-1380,Order Confirmed,2025-02-28 17:26,System Auto,5.21
ORD-1380,Payment Processed,2025-02-28 19:00,Finance Team,11.64
ORD-1380,Inventory Checked,2025-02-28 19:51,Warehouse System,8.6
ORD-1380,Order Picked,2025-03-01 3:28,Picker C,11.24
ORD-1380,Quality Inspection,2025-03-01 5:14,QC Inspector B,11.82
ORD-1380,Order Packed,2025-03-01 5:46,Packer B,12.92
ORD-1380,Shipping Label Generated,2025-03-01 6:01,Logistics Coord,9.44
ORD-1380,Dispatched to Carrier,2025-03-01 8:27,Dispatch Team B,12.52
ORD-1380,In Transit,2025-03-02 8:27,Local Courier,9.07
ORD-1380,Delivered,2025-03-02 21:27,FedEx,32.98
ORD-1380,Delivery Confirmed,2025-03-04 14:27,System Auto,11.47
ORD-1381,Order Placed,2025-02-04 12:00,Customer Service,7.54
ORD-1381,Order Confirmed,2025-02-04 12:11,Sales Agent A,13.49
ORD-1381,Payment Processed,2025-02-04 13:52,Payment Gateway,14.41
ORD-1381,Inventory Checked,2025-02-04 15:24,Warehouse System,2.12
ORD-1381,Order Picked,2025-02-04 20:36,Picker C,13.68
ORD-1381,Quality Inspection,2025-02-04 22:15,QC Inspector B,11.47
ORD-1381,Order Packed,2025-02-04 23:33,Packer A,6.27
ORD-1381,Shipping Label Generated,2025-02-05 0:00,Shipping System,3.38
ORD-1381,Dispatched to Carrier,2025-02-05 1:16,Dispatch Team B,12.86
ORD-1381,In Transit,2025-02-06 7:16,Local Courier,20.31
ORD-1381,Delivered,2025-02-06 19:16,FedEx,10.99
ORD-1381,Delivery Confirmed,2025-02-07 20:16,System Auto,12.75
ORD-1382,Order Placed,2025-02-20 3:00,Web Portal,5.2
ORD-1382,Order Confirmed,2025-02-20 3:08,Sales Agent A,12.48
ORD-1382,Payment Failed,2025-02-20 3:44,Payment Gateway,10.18
ORD-1382,Payment Retry,2025-02-20 12:44,Payment Gateway,7.67
ORD-1382,Payment Processed,2025-02-20 14:35,Payment Gateway,4.06
ORD-1382,Inventory Checked,2025-02-20 15:42,Inventory Clerk A,9.89
ORD-1382,Order Picked,2025-02-20 17:47,Picker B,0.68
ORD-1382,Quality Inspection,2025-02-20 18:28,QC Inspector A,12.93
ORD-1382,Order Packed,2025-02-20 19:39,Packer B,6.51
ORD-1382,Shipping Label Generated,2025-02-20 20:01,Shipping System,6.48
ORD-1382,Dispatched to Carrier,2025-02-21 0:56,Dispatch Team B,9.6
ORD-1382,In Transit,2025-02-23 13:56,Local Courier,16.77
ORD-1382,Delivered,2025-02-24 1:56,FedEx,24.41
ORD-1382,Delivery Confirmed,2025-02-25 1:56,System Auto,5.14
ORD-1383,Order Placed,2025-03-02 22:00,Customer Service,2.45
ORD-1383,Order Confirmed,2025-03-02 22:28,Sales Agent B,4.08
ORD-1383,Payment Processed,2025-03-02 23:41,Payment Gateway,1.9
ORD-1383,Inventory Checked,2025-03-03 2:00,Inventory Clerk B,7.4
ORD-1383,Order Picked,2025-03-03 4:55,Picker A,12.21
ORD-1383,Quality Inspection,2025-03-03 6:22,QC Inspector A,10.94
ORD-1383,Order Packed,2025-03-03 7:42,Packer A,7.25
ORD-1383,Shipping Label Generated,2025-03-03 8:05,Shipping System,7.17
ORD-1383,Dispatched to Carrier,2025-03-03 12:19,Dispatch Team B,9.07
ORD-1383,In Transit,2025-03-04 8:19,DHL,6
ORD-1383,Delivered,2025-03-04 23:19,Local Courier,34.26
ORD-1383,Delivery Confirmed,2025-03-05 22:19,Customer Service,13.08
ORD-1384,Order Placed,2025-01-26 5:00,Mobile App,1.45
ORD-1384,Order Confirmed,2025-01-26 5:24,Sales Agent A,8.76
ORD-1384,Payment Processed,2025-01-26 7:23,Payment Gateway,10.85
ORD-1384,Inventory Checked,2025-01-26 9:38,Inventory Clerk A,10.71
ORD-1384,Order Picked,2025-01-26 11:01,Robot Picker,3.62
ORD-1384,Quality Inspection,2025-01-26 12:08,QC Inspector B,8.31
ORD-1384,Order Packed,2025-01-26 12:56,Packer B,3.87
ORD-1384,Shipping Label Generated,2025-01-26 13:26,Logistics Coord,2.59
ORD-1384,Dispatched to Carrier,2025-01-26 18:32,Dispatch Team B,13.01
ORD-1384,In Transit,2025-01-30 12:32,DHL,37.05
ORD-1384,Delivered,2025-01-31 0:32,Local Courier,10.39
ORD-1384,Delivery Confirmed,2025-01-31 5:32,System Auto,8.18
ORD-1385,Order Placed,2025-01-28 12:00,Web Portal,14.71
ORD-1385,Order Confirmed,2025-01-28 12:25,System Auto,12.62
ORD-1385,Payment Processed,2025-01-28 12:33,Finance Team,11.07
ORD-1385,Inventory Checked,2025-01-28 14:07,Warehouse System,1.87
ORD-1385,Out of Stock,2025-01-28 18:07,Warehouse System,12.17
ORD-1385,Backorder Placed,2025-01-28 22:07,Procurement Team,2.51
ORD-1385,Stock Replenished,2025-02-02 13:07,Procurement Team,1.89
ORD-1385,Order Picked,2025-02-02 16:23,Picker B,10.76
ORD-1385,Quality Inspection,2025-02-02 17:05,QC Inspector B,1.82
ORD-1385,Order Packed,2025-02-02 17:48,Packer B,3.41
ORD-1385,Shipping Label Generated,2025-02-02 18:04,Shipping System,5.43
ORD-1385,Dispatched to Carrier,2025-02-02 19:22,Dispatch Team B,0.8
ORD-1385,In Transit,2025-02-06 12:22,DHL,49.19
ORD-1385,Delivered,2025-02-06 14:22,Local Courier,21.79
ORD-1385,Delivery Confirmed,2025-02-07 1:22,System Auto,14.47
ORD-1386,Order Placed,2025-01-03 3:00,Mobile App,4.94
ORD-1386,Order Confirmed,2025-01-03 3:26,Sales Agent B,8.67
ORD-1386,Payment Processed,2025-01-03 5:20,Payment Gateway,14.36
ORD-1386,Inventory Checked,2025-01-03 6:18,Inventory Clerk B,9.5
ORD-1386,Order Picked,2025-01-03 8:06,Picker B,14.65
ORD-1386,Quality Inspection,2025-01-03 8:28,QC Inspector A,9.2
ORD-1386,Order Packed,2025-01-03 9:51,Packer A,13.43
ORD-1386,Shipping Label Generated,2025-01-03 10:18,Shipping System,7.86
ORD-1386,Dispatched to Carrier,2025-01-03 14:35,Dispatch Team A,9.52
ORD-1386,In Transit,2025-01-06 22:35,DHL,41.32
ORD-1386,Delivered,2025-01-07 8:35,FedEx,9.85
ORD-1386,Delivery Confirmed,2025-01-09 4:35,System Auto,9.06
ORD-1387,Order Placed,2025-01-29 13:00,Mobile App,3.3
ORD-1387,Order Confirmed,2025-01-29 13:05,Sales Agent B,13.84
ORD-1387,Payment Processed,2025-01-29 14:08,Finance Team,11.87
ORD-1387,Inventory Checked,2025-01-29 14:47,Inventory Clerk B,8.54
ORD-1387,Order Picked,2025-01-29 17:55,Picker B,5.8
ORD-1387,Quality Inspection,2025-01-29 18:35,QC Inspector B,3.23
ORD-1387,Order Packed,2025-01-29 19:36,Packer A,5.7
ORD-1387,Shipping Label Generated,2025-01-29 19:56,Shipping System,12.79
ORD-1387,Dispatched to Carrier,2025-01-29 21:12,Dispatch Team B,13.72
ORD-1387,In Transit,2025-02-02 9:12,Local Courier,36.6
ORD-1387,Delivery Failed,2025-02-03 2:12,FedEx,11.48
ORD-1387,Rescheduled Delivery,2025-02-05 7:12,Customer Service,4.6
ORD-1387,In Transit,2025-02-06 12:12,FedEx,39.36
ORD-1387,Delivered,2025-02-06 22:12,Local Courier,24.18
ORD-1387,Delivery Confirmed,2025-02-08 2:12,Customer Service,1.69
ORD-1388,Order Placed,2025-01-05 1:00,Mobile App,8.64
ORD-1388,Order Confirmed,2025-01-05 1:20,Sales Agent A,4.94
ORD-1388,Payment Processed,2025-01-05 3:05,Finance Team,11.68
ORD-1388,Inventory Checked,2025-01-05 3:29,Inventory Clerk B,12.55
ORD-1388,Order Picked,2025-01-05 5:20,Picker A,4.95
ORD-1388,Quality Inspection,2025-01-05 6:45,QC Inspector A,9.79
ORD-1388,Order Packed,2025-01-05 7:01,Packer C,0.91
ORD-1388,Shipping Label Generated,2025-01-05 7:15,Logistics Coord,3.23
ORD-1388,Dispatched to Carrier,2025-01-05 12:20,Dispatch Team A,12.44
ORD-1388,In Transit,2025-01-09 15:20,FedEx,38.23
ORD-1388,Delivered,2025-01-10 8:20,DHL,27.89
ORD-1388,Delivery Confirmed,2025-01-12 4:20,System Auto,13.7
ORD-1389,Order Placed,2025-01-17 20:00,Web Portal,13.44
ORD-1389,Order Confirmed,2025-01-17 20:23,Sales Agent A,1.56
ORD-1389,Payment Processed,2025-01-17 20:54,Finance Team,3.5
ORD-1389,Inventory Checked,2025-01-17 23:47,Inventory Clerk B,0.73
ORD-1389,Order Picked,2025-01-18 3:17,Picker B,13.55
ORD-1389,Quality Inspection,2025-01-18 3:41,QC Inspector B,0.57
ORD-1389,Order Packed,2025-01-18 4:21,Packer C,12.3
ORD-1389,Shipping Label Generated,2025-01-18 4:36,Shipping System,14.81
ORD-1389,Dispatched to Carrier,2025-01-18 7:02,Dispatch Team B,13.8
ORD-1389,In Transit,2025-01-20 22:02,DHL,12.02
ORD-1389,Delivered,2025-01-21 18:02,DHL,32.98
ORD-1389,Delivery Confirmed,2025-01-22 11:02,Customer Service,10.37
ORD-1390,Order Placed,2025-02-22 20:00,Customer Service,11.18
ORD-1390,Order Confirmed,2025-02-22 20:09,Sales Agent A,10.51
ORD-1390,Payment Processed,2025-02-22 21:07,Finance Team,5.97
ORD-1390,Inventory Checked,2025-02-22 22:05,Inventory Clerk A,4.17
ORD-1390,Order Picked,2025-02-22 22:25,Robot Picker,1.11
ORD-1390,Quality Inspection,2025-02-23 0:13,QC Inspector B,2.37
ORD-1390,Order Packed,2025-02-23 0:51,Packer A,9.75
ORD-1390,Shipping Label Generated,2025-02-23 0:59,Shipping System,13.58
ORD-1390,Dispatched to Carrier,2025-02-23 5:39,Dispatch Team A,3.16
ORD-1390,In Transit,2025-02-25 10:39,DHL,47.46
ORD-1390,Delivered,2025-02-25 19:39,Local Courier,37.18
ORD-1390,Delivery Confirmed,2025-02-27 16:39,Customer Service,4.63
ORD-1391,Order Placed,2025-02-18 21:00,Customer Service,4.29
ORD-1391,Order Confirmed,2025-02-18 21:25,System Auto,6.23
ORD-1391,Payment Processed,2025-02-18 23:23,Payment Gateway,14.28
ORD-1391,Inventory Checked,2025-02-19 1:55,Inventory Clerk A,3.41
ORD-1391,Order Picked,2025-02-19 6:35,Picker A,7.3
ORD-1391,Quality Inspection,2025-02-19 6:58,QC Inspector A,3.82
ORD-1391,Order Packed,2025-02-19 7:57,Packer A,1.71
ORD-1391,Shipping Label Generated,2025-02-19 8:24,Shipping System,4.01
ORD-1391,Dispatched to Carrier,2025-02-19 14:09,Dispatch Team B,6.85
ORD-1391,In Transit,2025-02-20 20:09,FedEx,31.87
ORD-1391,Delivered,2025-02-20 22:09,Local Courier,47.01
ORD-1391,Delivery Confirmed,2025-02-21 11:09,System Auto,11.01
ORD-1392,Order Placed,2025-01-08 11:00,Web Portal,5.45
ORD-1392,Order Confirmed,2025-01-08 11:09,System Auto,5.58
ORD-1392,Payment Failed,2025-01-08 11:39,Payment Gateway,6.17
ORD-1392,Payment Retry,2025-01-08 16:39,Finance Team,7.83
ORD-1392,Payment Processed,2025-01-08 17:12,Payment Gateway,9.59
ORD-1392,Inventory Checked,2025-01-08 18:47,Inventory Clerk B,10.96
ORD-1392,Order Picked,2025-01-08 19:14,Robot Picker,1.51
ORD-1392,Quality Inspection,2025-01-08 19:55,QC Inspector B,8.57
ORD-1392,Order Packed,2025-01-08 20:23,Packer C,14.48
ORD-1392,Shipping Label Generated,2025-01-08 20:29,Shipping System,10.43
ORD-1392,Dispatched to Carrier,2025-01-09 0:28,Dispatch Team A,9.47
ORD-1392,In Transit,2025-01-10 9:28,Local Courier,46.98
ORD-1392,Delivered,2025-01-10 21:28,DHL,11.46
ORD-1392,Delivery Confirmed,2025-01-11 4:28,System Auto,0.59
ORD-1393,Order Placed,2025-01-01 14:00,Mobile App,11.65
ORD-1393,Order Confirmed,2025-01-01 14:04,System Auto,11.55
ORD-1393,Payment Failed,2025-01-01 14:13,Payment Gateway,0.79
ORD-1393,Payment Retry,2025-01-02 6:13,Finance Team,4.6
ORD-1393,Payment Processed,2025-01-02 7:36,Finance Team,7.02
ORD-1393,Inventory Checked,2025-01-02 8:46,Inventory Clerk B,7.61
ORD-1393,Order Picked,2025-01-02 11:09,Picker C,14.71
ORD-1393,Quality Inspection,2025-01-02 12:40,QC Inspector B,7.45
ORD-1393,Order Packed,2025-01-02 13:09,Packer B,8.28
ORD-1393,Shipping Label Generated,2025-01-02 13:25,Shipping System,2.59
ORD-1393,Dispatched to Carrier,2025-01-02 19:21,Dispatch Team A,14.46
ORD-1393,In Transit,2025-01-05 8:21,FedEx,44.69
ORD-1393,Delivered,2025-01-05 20:21,Local Courier,5.94
ORD-1393,Delivery Confirmed,2025-01-06 16:21,System Auto,1.12
ORD-1394,Order Placed,2025-03-12 0:00,Customer Service,12.85
ORD-1394,Order Confirmed,2025-03-12 0:13,System Auto,12.68
ORD-1394,Payment Processed,2025-03-12 1:03,Payment Gateway,14.16
ORD-1394,Inventory Checked,2025-03-12 3:00,Inventory Clerk A,7.18
ORD-1394,Out of Stock,2025-03-12 7:00,Warehouse System,14.31
ORD-1394,Backorder Placed,2025-03-12 11:00,Procurement Team,5.4
ORD-1394,Stock Replenished,2025-03-17 17:00,Procurement Team,10.99
ORD-1394,Order Picked,2025-03-17 19:00,Picker B,3.65
ORD-1394,Quality Inspection,2025-03-17 19:34,QC Inspector A,14.25
ORD-1394,Order Packed,2025-03-17 21:03,Packer B,13.56
ORD-1394,Shipping Label Generated,2025-03-17 21:25,Logistics Coord,5.93
ORD-1394,Dispatched to Carrier,2025-03-18 0:32,Dispatch Team A,6.2
ORD-1394,In Transit,2025-03-21 0:32,DHL,29.43
ORD-1394,Delivered,2025-03-21 15:32,FedEx,45.71
ORD-1394,Delivery Confirmed,2025-03-23 7:32,Customer Service,1.24
ORD-1395,Order Placed,2025-02-07 1:00,Web Portal,10.06
ORD-1395,Order Confirmed,2025-02-07 1:30,Sales Agent B,6.76
ORD-1395,Payment Processed,2025-02-07 2:31,Payment Gateway,10.56
ORD-1395,Inventory Checked,2025-02-07 4:19,Inventory Clerk B,10.17
ORD-1395,Order Picked,2025-02-07 6:53,Picker B,9.8
ORD-1395,Quality Inspection,2025-02-07 8:16,QC Inspector A,2.68
ORD-1395,Order Packed,2025-02-07 9:06,Packer B,4.06
ORD-1395,Shipping Label Generated,2025-02-07 9:34,Shipping System,11.56
ORD-1395,Dispatched to Carrier,2025-02-07 14:13,Dispatch Team B,9.35
ORD-1395,In Transit,2025-02-12 3:13,Local Courier,28.88
ORD-1395,Delivered,2025-02-13 0:13,DHL,35.43
ORD-1395,Delivery Confirmed,2025-02-13 5:13,System Auto,0.81
ORD-1396,Order Placed,2025-01-10 0:00,Web Portal,5.04
ORD-1396,Order Confirmed,2025-01-10 0:29,Sales Agent A,3.44
ORD-1396,Payment Processed,2025-01-10 0:53,Payment Gateway,4.96
ORD-1396,Inventory Checked,2025-01-10 1:19,Inventory Clerk A,9.54
ORD-1396,Order Picked,2025-01-10 4:15,Robot Picker,7.39
ORD-1396,Quality Inspection,2025-01-10 5:55,QC Inspector A,4.7
ORD-1396,Order Packed,2025-01-10 6:17,Packer C,2.82
ORD-1396,Shipping Label Generated,2025-01-10 6:26,Shipping System,6.52
ORD-1396,Dispatched to Carrier,2025-01-10 11:28,Dispatch Team B,2.8
ORD-1396,In Transit,2025-01-13 21:28,Local Courier,26.13
ORD-1396,Delivered,2025-01-14 6:28,Local Courier,43.16
ORD-1396,Delivery Confirmed,2025-01-14 22:28,System Auto,10.13
ORD-1397,Order Placed,2025-01-26 0:00,Web Portal,11.46
ORD-1397,Order Confirmed,2025-01-26 0:05,Sales Agent A,7.36
ORD-1397,Payment Processed,2025-01-26 1:11,Payment Gateway,11.62
ORD-1397,Inventory Checked,2025-01-26 3:51,Inventory Clerk B,14.82
ORD-1397,Order Picked,2025-01-26 7:11,Robot Picker,8.98
ORD-1397,Quality Inspection,2025-01-26 7:44,QC Inspector B,13.46
ORD-1397,Order Packed,2025-01-26 8:56,Packer C,8.72
ORD-1397,Shipping Label Generated,2025-01-26 9:11,Shipping System,13.35
ORD-1397,Dispatched to Carrier,2025-01-26 10:16,Dispatch Team A,2.46
ORD-1397,In Transit,2025-01-28 12:16,Local Courier,22.71
ORD-1397,Delivery Failed,2025-01-28 17:16,DHL,14.9
ORD-1397,Rescheduled Delivery,2025-01-31 7:16,Customer Service,14.44
ORD-1397,In Transit,2025-02-02 12:16,FedEx,37.01
ORD-1397,Delivered,2025-02-02 15:16,FedEx,32.13
ORD-1397,Delivery Confirmed,2025-02-03 23:16,System Auto,9.52
ORD-1398,Order Placed,2025-03-13 7:00,Mobile App,3.28
ORD-1398,Order Confirmed,2025-03-13 7:09,Sales Agent B,13.61
ORD-1398,Payment Processed,2025-03-13 7:17,Finance Team,5.12
ORD-1398,Order Cancelled,2025-03-13 10:17,Customer Service,9.92
ORD-1398,Refund Initiated,2025-03-13 22:17,Finance Team,4.32
ORD-1399,Order Placed,2025-03-15 21:00,Mobile App,11.37
ORD-1399,Order Confirmed,2025-03-15 21:25,Sales Agent B,7.14
ORD-1399,Payment Processed,2025-03-15 21:40,Finance Team,8.49
ORD-1399,Inventory Checked,2025-03-15 22:23,Inventory Clerk B,0.65
ORD-1399,Order Picked,2025-03-16 3:31,Picker A,4.89
ORD-1399,Quality Inspection,2025-03-16 4:06,QC Inspector B,6.01
ORD-1399,Order Packed,2025-03-16 4:20,Packer C,10.24
ORD-1399,Shipping Label Generated,2025-03-16 4:47,Logistics Coord,5.37
ORD-1399,Dispatched to Carrier,2025-03-16 9:39,Dispatch Team B,6.4
ORD-1399,In Transit,2025-03-18 16:39,DHL,47.43
ORD-1399,Delivered,2025-03-19 16:39,FedEx,29.86
ORD-1399,Delivery Confirmed,2025-03-21 0:39,Customer Service,4.37
ORD-1400,Order Placed,2025-03-18 18:00,Web Portal,12.18
ORD-1400,Order Confirmed,2025-03-18 18:30,Sales Agent A,12.99
ORD-1400,Payment Processed,2025-03-18 20:29,Payment Gateway,0.83
ORD-1400,Inventory Checked,2025-03-18 21:11,Warehouse System,4.02
ORD-1400,Order Picked,2025-03-18 22:56,Picker C,1.44
ORD-1400,Quality Inspection,2025-03-19 0:19,QC Inspector A,11.79
ORD-1400,Order Packed,2025-03-19 0:38,Packer A,10.99
ORD-1400,Shipping Label Generated,2025-03-19 1:06,Logistics Coord,13.12
ORD-1400,Dispatched to Carrier,2025-03-19 6:52,Dispatch Team A,2.77
ORD-1400,In Transit,2025-03-23 2:52,FedEx,33.4
ORD-1400,Delivery Failed,2025-03-23 13:52,Local Courier,2.03
ORD-1400,Rescheduled Delivery,2025-03-24 8:52,Customer Service,10.71
ORD-1400,In Transit,2025-03-25 21:52,Local Courier,46.7
ORD-1400,Delivered,2025-03-26 3:52,DHL,37.32
ORD-1400,Delivery Confirmed,2025-03-26 9:52,System Auto,6.78
ORD-1401,Order Placed,2025-02-09 18:00,Customer Service,1.65
ORD-1401,Order Confirmed,2025-02-09 18:11,Sales Agent B,8.18
ORD-1401,Payment Processed,2025-02-09 19:16,Payment Gateway,10.77
ORD-1401,Inventory Checked,2025-02-09 21:32,Inventory Clerk B,10.74
ORD-1401,Order Picked,2025-02-10 1:47,Picker C,11.11
ORD-1401,Quality Inspection,2025-02-10 3:12,QC Inspector A,6.92
ORD-1401,Order Packed,2025-02-10 4:26,Packer A,1.65
ORD-1401,Shipping Label Generated,2025-02-10 4:37,Logistics Coord,2.59
ORD-1401,Dispatched to Carrier,2025-02-10 9:44,Dispatch Team A,10.65
ORD-1401,In Transit,2025-02-14 14:44,DHL,13.47
ORD-1401,Delivered,2025-02-15 1:44,DHL,12.31
ORD-1401,Delivery Confirmed,2025-02-16 18:44,Customer Service,9.22
ORD-1402,Order Placed,2025-03-28 11:00,Web Portal,6.68
ORD-1402,Order Confirmed,2025-03-28 11:27,Sales Agent A,11.16
ORD-1402,Payment Failed,2025-03-28 12:39,Payment Gateway,10
ORD-1402,Payment Retry,2025-03-29 10:39,Finance Team,4.58
ORD-1402,Payment Processed,2025-03-29 11:04,Payment Gateway,1.39
ORD-1402,Inventory Checked,2025-03-29 13:20,Inventory Clerk A,13.59
ORD-1402,Order Picked,2025-03-29 14:05,Robot Picker,1.66
ORD-1402,Quality Inspection,2025-03-29 15:52,QC Inspector B,0.67
ORD-1402,Order Packed,2025-03-29 16:13,Packer B,9.03
ORD-1402,Shipping Label Generated,2025-03-29 16:29,Shipping System,8.75
ORD-1402,Dispatched to Carrier,2025-03-29 19:42,Dispatch Team B,5.69
ORD-1402,In Transit,2025-04-03 14:42,FedEx,21.67
ORD-1402,Delivered,2025-04-04 0:42,FedEx,19.11
ORD-1402,Delivery Confirmed,2025-04-06 0:42,System Auto,3.81
ORD-1403,Order Placed,2025-01-30 2:00,Mobile App,6.44
ORD-1403,Order Confirmed,2025-01-30 2:29,Sales Agent A,5.2
ORD-1403,Payment Processed,2025-01-30 4:15,Finance Team,7.22
ORD-1403,Inventory Checked,2025-01-30 6:23,Inventory Clerk A,2.71
ORD-1403,Order Picked,2025-01-30 12:55,Robot Picker,6.58
ORD-1403,Quality Inspection,2025-01-30 13:08,QC Inspector A,11.93
ORD-1403,Order Packed,2025-01-30 14:06,Packer C,2.67
ORD-1403,Shipping Label Generated,2025-01-30 14:22,Shipping System,6.8
ORD-1403,Dispatched to Carrier,2025-01-30 16:20,Dispatch Team A,9.1
ORD-1403,In Transit,2025-02-01 3:20,DHL,9.27
ORD-1403,Delivered,2025-02-01 16:20,FedEx,11.75
ORD-1403,Delivery Confirmed,2025-02-02 14:20,System Auto,0.81
ORD-1404,Order Placed,2025-03-08 22:00,Customer Service,4.53
ORD-1404,Order Confirmed,2025-03-08 22:07,Sales Agent A,9.3
ORD-1404,Payment Processed,2025-03-08 23:15,Finance Team,6.81
ORD-1404,Inventory Checked,2025-03-09 0:05,Inventory Clerk A,14.55
ORD-1404,Order Picked,2025-03-09 0:50,Picker C,14.44
ORD-1404,Quality Inspection,2025-03-09 1:08,QC Inspector B,10.74
ORD-1404,Order Packed,2025-03-09 2:35,Packer B,2.55
ORD-1404,Shipping Label Generated,2025-03-09 2:56,Logistics Coord,12.15
ORD-1404,Dispatched to Carrier,2025-03-09 6:59,Dispatch Team B,0.69
ORD-1404,In Transit,2025-03-11 9:59,Local Courier,12.14
ORD-1404,Delivered,2025-03-12 6:59,FedEx,35.78
ORD-1404,Delivery Confirmed,2025-03-13 10:59,System Auto,9.19
ORD-1405,Order Placed,2025-02-18 2:00,Mobile App,12.2
ORD-1405,Order Confirmed,2025-02-18 2:28,System Auto,5.86
ORD-1405,Payment Processed,2025-02-18 3:33,Payment Gateway,0.76
ORD-1405,Inventory Checked,2025-02-18 5:17,Inventory Clerk A,4.07
ORD-1405,Order Picked,2025-02-18 8:19,Picker B,13.7
ORD-1405,Quality Inspection,2025-02-18 9:09,QC Inspector B,11.91
ORD-1405,Order Packed,2025-02-18 10:30,Packer B,8.87
ORD-1405,Shipping Label Generated,2025-02-18 10:45,Shipping System,13.58
ORD-1405,Dispatched to Carrier,2025-02-18 13:59,Dispatch Team A,10.77
ORD-1405,In Transit,2025-02-22 7:59,DHL,41.6
ORD-1405,Delivered,2025-02-22 15:59,FedEx,30.35
ORD-1405,Delivery Confirmed,2025-02-22 17:59,Customer Service,7.91
ORD-1406,Order Placed,2025-01-17 7:00,Web Portal,9.54
ORD-1406,Order Confirmed,2025-01-17 7:03,Sales Agent B,7.62
ORD-1406,Payment Processed,2025-01-17 8:25,Finance Team,1.47
ORD-1406,Inventory Checked,2025-01-17 10:14,Warehouse System,11.97
ORD-1406,Order Picked,2025-01-17 12:50,Picker B,5.77
ORD-1406,Quality Inspection,2025-01-17 14:39,QC Inspector A,7.37
ORD-1406,Order Packed,2025-01-17 15:17,Packer C,0.54
ORD-1406,Shipping Label Generated,2025-01-17 15:33,Logistics Coord,8.65
ORD-1406,Dispatched to Carrier,2025-01-17 18:22,Dispatch Team B,7.53
ORD-1406,In Transit,2025-01-19 22:22,Local Courier,44.74
ORD-1406,Delivered,2025-01-20 5:22,Local Courier,13.47
ORD-1406,Delivery Confirmed,2025-01-21 20:22,System Auto,4.79
ORD-1407,Order Placed,2025-01-11 8:00,Web Portal,8.09
ORD-1407,Order Confirmed,2025-01-11 8:17,Sales Agent A,4.1
ORD-1407,Payment Processed,2025-01-11 9:10,Finance Team,10.66
ORD-1407,Inventory Checked,2025-01-11 9:22,Inventory Clerk A,4.28
ORD-1407,Out of Stock,2025-01-11 11:22,Warehouse System,0.87
ORD-1407,Backorder Placed,2025-01-11 17:22,Procurement Team,1.64
ORD-1407,Stock Replenished,2025-01-17 16:22,Procurement Team,6.98
ORD-1407,Order Picked,2025-01-17 19:52,Picker B,9.11
ORD-1407,Quality Inspection,2025-01-17 21:39,QC Inspector B,2.06
ORD-1407,Order Packed,2025-01-17 22:24,Packer B,4.5
ORD-1407,Shipping Label Generated,2025-01-17 22:51,Logistics Coord,4.63
ORD-1407,Dispatched to Carrier,2025-01-18 4:21,Dispatch Team A,5.18
ORD-1407,In Transit,2025-01-18 18:21,DHL,7.36
ORD-1407,Delivered,2025-01-19 5:21,Local Courier,26.47
ORD-1407,Delivery Confirmed,2025-01-19 15:21,Customer Service,12.56
ORD-1408,Order Placed,2025-03-06 0:00,Customer Service,6.8
ORD-1408,Order Confirmed,2025-03-06 0:11,Sales Agent A,3.08
ORD-1408,Payment Failed,2025-03-06 1:34,Payment Gateway,9.83
ORD-1408,Payment Retry,2025-03-06 12:34,Payment Gateway,13.31
ORD-1408,Payment Processed,2025-03-06 12:46,Payment Gateway,7.7
ORD-1408,Inventory Checked,2025-03-06 13:13,Warehouse System,2.7
ORD-1408,Order Picked,2025-03-06 17:55,Picker B,14.13
ORD-1408,Quality Inspection,2025-03-06 18:35,QC Inspector A,11.44
ORD-1408,Order Packed,2025-03-06 19:30,Packer B,1.68
ORD-1408,Shipping Label Generated,2025-03-06 19:45,Shipping System,7.64
ORD-1408,Dispatched to Carrier,2025-03-07 0:54,Dispatch Team A,8.11
ORD-1408,In Transit,2025-03-10 22:54,FedEx,36.26
ORD-1408,Delivered,2025-03-11 16:54,DHL,41.65
ORD-1408,Delivery Confirmed,2025-03-12 21:54,System Auto,2.17
